,textID,text,selected_text,sentiment
9400,0bd03a386c, I`m currently into Emarosa. Their new album is the shiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiit! Haha,e shiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiiit!,negative
9403,3a681c24dc,My new landlord just called.. I cant move in until tomorrow morning  Way to rain on my parade..,I cant mo,negative
9419,c3eb547008,"Just started on here and i already see  and  are by far the biggest talkers, er, i mean tweeters!","he biggest talkers,",positive
9422,a719156c49, cause my eyelids are not deep set.  thanks it would help me a lot.,d help me a lot.,positive
9425,3fccc70ca7,PIRATE VOICE:AAARRRGGGHHH!!! I 4GOT MY **** WALLET AT WORK SHERMK!!! DAMMIT!!! SO CLOSE YET SO FAR!!! NOW IM STARVING!!!,STARVING!!,negative
9428,a6fb06c2dd," i wish i could sat but thats a super busy day  sunday perhaps? playing football in dolores park too, youre welcome to come hang!",", youre welcome to come hang!",positive
9436,b445738288,In bed can`t sleep .... Something is missing.....,missing..,negative
9442,1ec241a035,  Tell Brad I said hi!    Drink and sing for me and Morgan.,Tell Brad I said hi!    Drink and sing for me and Morga,neutral
9449,b4a72eb75b, :] Today is a bank holiday so not many places will be open until tomorrow.         Welcome back!,Today is a bank holiday so not many places will be open until tomorrow.         Welcom,neutral
9454,8aafc1514d,_soch hah nooo she is the obly one that can AUMFFF i hate nick because he is datin miley,i hate nick be,negative
9456,632ad07449,Well it`s friday and usually the start of something awsome...I`m not sure if that`ll be this time around  I gotta shake this,awsome..,positive
9458,7a31639e8e, And that`s what makes you an amAzing MOTHER  HAPPY MOTHERS DAY SOLO!! LUV YA!!,! LUV YA,positive
9470,d9ca6707c1,  walah me 2 still i am not getting the full idea,m not getting the full idea,negative
9482,ee5696f28f," yippee, darling girls. Love you sooooo much  and so thrilled you found each other!",o thrilled,positive
9496,428cc66e4a,even when we`re miles and miles apart; you`re still holding all of my heart    4 days until jonas brothers 3d concert experience w/candice,even when we`re miles and miles apart; you`re still holding all of my heart    4 days until jonas brothers 3d concert experience w/candic,neutral
9497,9a7b9ad632," BETTER BE. ALSO, YES. UNF UNF <3 ...Lisa still hasn`t gotten any, btw  *smacked*",*smacked,negative
9500,dac50d957d, http://bit.ly/izhdy  here looove.,e looove.,positive
9535,29dc42f844,I don`t feel so good after eating all that food  ugh.,I don`t feel so good af,negative
9539,825b22b853,Wait...  and ... Electrik Red or Richgirl?  I`m a sucker for the later,l?  I`m a sucker for the lat,negative
9541,a8a72e9ab5, I didn`t know you had a blog!!!  That`s so awesome,o awesome,positive
9554,bb6748cec0, Wow.  is constantly ranting about his love for Genghis Grill too. Never been there; not here in Colorado.,s love,positive
9556,69f3fd0194,So tired   Last group of the day is performing now.. It`s been an interesting one.,.. It`s been an interesting one,positive
9560,a0d68a3ad9," ooh yay, its been forevs since last ss tv  baked dinner is so good, how yummy. I had prawns  ****",o good,positive
9565,3a6ca862f5,  im just so lonely right now. maybe SADE GOT ME FEELING LIKE THIS,o lonely,negative
9574,43c8a2705e,"Something is totally eating up my broc, cab and beans   Insecticidal soap just isn`t getting rid of the pests but I don`t want chemicals",st isn`t getting rid,negative
9594,4e780298f4, LOL.  **BLows Kiss** did u Catch it daddY ??.. neways im chillin hun and u i see u up early have u been a sleep,ys im chillin,positive
9605,8b33628327,I can`t eat a hot pocket anymore without thinking about Jim Gaffigan,I can`t ea,negative
9608,571505ddef,working allllllllll weekend..how thrilling..and i have to say bye to goshy on sunday cause she is leaving for poland for 3 months,working allllllllll weekend..how thrilling..,negative
9610,2c16d85f9d, What happened? ... Doctors don`t get sick!   hope you get well soon...,Doctors don`t get sick!   hope you get well soo,neutral
9631,0fe5621e20, Hey fellow Trojan..congrats on graduation.,.congrats on graduation.,positive
9632,e8f198f149,"feeling lonely,DH on night shift all w/e","lonely,D",negative
9660,1555aee6cb,The nocturnal serendipity... Kashmir is an important means to that end...,serendipity..,positive
9689,84bcf86d43,up at 4:30am west coast time..gettin ready to catch my flight back home..soooo excited to go back to my two fav boyzzzz  puppy n BF,soooo excited to go back to my two fav boyzzzz  puppy n BF,positive
9691,9179f61414,Thankful for last minute doc appointments... Baby girl has a temp of 105.+  sitting at the doc`s waitin`,Thankful for last minute doc appointments..,positive
9696,40e030783f,Ok I am going to sleep for real now good night twitter land,good night tw,positive
9708,22bac2cdb7, the second i hit reply to that tweet i was asked to stop playing music.  i am now sad. someone sing to me. on or off key works!,.  i am now sad. someone sing to me. on or off key works!,negative
9710,0cf61b6c7a,  EEW  Cheese. I hate cheese.,I hat,negative
9712,f9847d309e, Jess is invited just not me  I feel really unloved by u AND Aj right now hahaha!,l really unloved,negative
9725,20b599095f,Didn`t bring connector for camera on trip...saving new photos will have to wait another week...,Didn`t bring connector for camera on trip...saving new photos will have to wait another week..,neutral
9726,29d1c33123,My tummy hurts...again,hurts..,negative
9734,bab90d969e, people dont get into fender benders on the way to school that just doesnt happen hahahahah,n hahahahah,positive
9742,19d4c27675,I would love to sleep with pete Lmfao   jk,I would love to sleep wi,positive
9753,8eba081c1d,a night alone with my piano...and a pro tools session... ill take that ANYTIME.,a night alone wi,negative
9770,15ad2e6473, shoooot me. my aunt will be home soon and im crying my eyes out,m crying,negative
9789,b250fc6615, i couldnt call you because the time on my phone would run out  so if you can give me a shoutout on here i will be happy,e happy,positive
9798,f7eaa09d04,@_HarryKim OOC:  It`s okay.  Maybe our schedules will work out soon.,It`s okay.  Maybe our schedules will work out soon,neutral
9799,f8df4fe4ae, sigh..... exams aint no wer neaaarr finished!! i have 3 next week...  bin stressd... and i aint guna b bak till end june!,bin stressd.,negative
9801,95f2b72c57,"ashley tisdale , i mean . cuz shes in berlin on 6th june and i`m not gonna be there . i wanna start cryin right now :/ ashley pick me up",i wanna start cryin right now :/ as,negative
9812,5dbe01a708,hates these khaki pants! project to do todayy,hates th,negative
9817,3358792fc9, following 865 and followers 539...not nice,.not nice,negative
9836,e1c0abb3f9,waiting to go to 4th period to get the final over with. omgg im sooo gonna fail,. omgg im sooo gonna fail,negative
9839,906b7e0381,is SO frustrated!!! I`m stuck at home without any transportation to the global god conference!!! Ahh,SO frustrated!!,negative
9850,c8b49e9b2c,  We`ll miss you  #Sixx?,l miss,negative
9852,c41e9dc8fa, ....nope.. its for the 1st time we invited her at SSM  and she very graceful accepted it !,d she very graceful accepted it,positive
9881,9009cd3ede,"  ive been trying to get over her for years, its so hard to move on, when youre so in love..it sucks",..it sucks,negative
9882,251471ba64,"Mom asking if I`m feeling better after dargah visit. Dad swears he sees +ve 'change'.  I am amused.   But yeah, still depressed","I am amused.   But yeah, still depresse",neutral
9891,3671b52421,Hey  Bye Bye  was fun too   (robluketic live > http://ustre.am/2w5v),s fun,positive
9912,1fb43d9297, I so dont  And wtf. Whatthefuck. REALLY? Really? Are they trying to kill me? But i might be... Depends...,. Whatthefuck,negative
9920,b69d9e539d," umm well i only go to house clubs and i never go to north beach so.no idea, sorry  been out 1x there 2 a now defunctlesi club",", sorry  been out",negative
9922,47e10c7c56, your lisa rogers carpool is now my alltime fave!! Good work!!,fave!,positive
9928,1fe10d2ca0,to the doctor  anyone wanna do somethin after for a bit?,o the doctor  anyone wanna do somethin after for a bit?,neutral
9972,a67ffa2d66, O dear. so you`re going to be **** that kiddoe and I`m going to sit there doing..  nothing! awesome  WHERES THE SHOPPING?!<3,sit there doing..  nothing,negative
9976,42f8cedeeb,Photo: novusnovendo: EYECANDY + LIVE = like a ****! only he keeps his clothes on  BUT he can take them... http://tumblr.com/x2k1wga72,only he keeps his clothes on  BUT he can take them.,neutral
9980,3159e5f607, i can`t i can`t i can`t  i`m sad.... i`m from venezuela!,m sad,negative
9984,4489b2cdb3,_ no idea what that means bb,_ no idea wh,negative
10002,9457c9ad0f,  Word. Yayy twitter after dark lol.,. Yayy,positive
10004,49f1f2cbf6," Well, guess we just make a pretty great pair.  So, I don`t think our birthday date is going to happen. :`(",".  So, I don`t think our birthday date is going to happen. :`(",negative
10007,3c0707161c, time to leave a passive agressive note to the owners.  It`s not the dog`s fault... it`s their **** owners,time to leave a passive agressive note to the owners.  It`s not the dog`s fault... it`s their **** owne,negative
10029,2f148847c0,last day of work  ...but everyone is making it so great!,t so great!,positive
10039,de0005e444,Next to my birthday- Mother`s Day is my favorite day of the year.  The one day I don`t feel guilty for slacking just a little.   Aaaahh...,Next to my birthday- Mother`s Day is my favorite day of the year.  The one day I don`t feel guilty for slacking just a little.   Aaaahh..,positive
10042,c862570299,being far too vigorous with pruning and regretting the removal of too many cucumber flowers off cucumber plant.,regretting th,negative
10050,c805018327, yup-unfortunately  Took today off work and just slept all day.,-unfortunately,negative
10052,152482d698, Anyone with big fingers  But I`ve loved it...,t I`ve loved it...,positive
10057,71d7472fb1,Now i feel really really bad...sorry,bad..,negative
10067,8a57407c4a,Nothing 2 do 2nte  Boooooooo! I`m totally bored!,! I`m totally bored!,negative
10070,b1c2a024ec,this sux but took like 4 minutes. going to sleep finally  http://img36.imageshack.us/img36/4603/iprevailedsig.png,this sux bu,negative
10092,c9ea30009c,   .ï¿½ï¿½?????ï¿½ï¿½.  i bet. man i wish i coulda went some whr. i didn`t even go out here. i was home all weekend.  nyt life sux here,nd.  nyt life sux,negative
10093,a86eb0f4d1," also, try Friendly Fires if you haven`t already heard them. great stuff  AND Florence and The Machine. Great, great music",". great stuff  AND Florence and The Machine. Great, great music",positive
10123,7d2e044a0e,  that`s the worst dream ever. weird to think all of those thoughts are in your subconscious.,e worst,negative
10131,3199d57295," it`s a modded 360, so you can`t send it back?  That Red Ring of Death sucks!  It took weeks to get mine back from Microsoft.",h sucks,negative
10145,4db40741fb,Late news then it`s off for some much needed zzzzzzz.......Goodnight Tweets.,..Goodnight Tweets.,positive
10151,1ecc321102, 2002 - the TSX is nice just cuz it`s a new car- handles nice but doesn`t have the horses of the TL-S,X is nice just cuz it`s a new car- handles nice but doesn`t have the horses of the TL-S,positive
10164,233c9a86eb,  Darnit.  See what happens when I avoid teh interwebs for work.,Darnit.  See what happens when I avoid teh interwebs for wor,neutral
10167,9ad0de9a21,Adobe After Effects and MS SQL Server...nice. would it be nicer if I just sleep?,nice.,positive
10170,5889759913, so my son is not the only one!  that`s really nice to know.  he really is good at being three. and dh will be late today,y nice,positive
10179,9fa2760f32,Going to the alley tonite..Happy Birthday prima,Happy,positive
10184,1e0fefceaf,_tall_blonde   ~~Hello~~~  and thanks for the follow.,nd thank,positive
10185,81b61650fa,I ruined my lunch by eating half a bag of cheddar popcorn....now I feel sick.,now I feel sick.,negative
10190,c11066a3d6, Now that sucks...  P?i ?i s? ï¿½n?eleg c? Jay Leno nu va mai avea o alt? emisiune sau ceva?,Now that sucks.,negative
10197,e5b87fbf99,it`s after 3 AM.!!  I think it`s time to bed.!!  have a good night twitts.! ;)),have a good night twitts.,positive
10200,6d72077a93,Cruising 'Serious Eats NY' does not bode well for a future in GA. Missing NYC gastronomical tour..  http://newyork.seriouseats.com/,Missing NY,negative
10211,e062826a60,  I miss all you OK girls.    Happy Mother`s Day to all y`all.,I miss all you OK girls.    Happy Mother`s Day to all y`al,neutral
